incident_id,occurred_at,reported_at,category,subcategory,description,severity,status,latitude,longitude,state_code,district_code,station_code,source_dataset_id
DEMO-002105,2024-07-25T09:00:00,2024-07-25T11:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,12.911454,74.852815,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-002106,2024-07-22T08:00:00,2024-07-22T10:00:00,Theft,Fictional,SYNTHETIC: no real incident,high,demo,15.365788,75.121326,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002107,2024-07-22T13:00:00,2024-07-22T15:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,15.368309,75.1281,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002108,2024-07-22T19:00:00,2024-07-22T21:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,15.365536,75.123355,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002109,2024-07-23T01:00:00,2024-07-23T03:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,15.368486,75.126195,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002110,2024-07-23T06:00:00,2024-07-23T08:00:00,Theft,Fictional,SYNTHETIC: no real incident,high,demo,15.853096,74.501363,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-002111,2024-07-28T07:00:00,2024-07-28T09:00:00,Fraud,Fictional,SYNTHETIC: no real incident,low,demo,15.849765,74.494594,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-002112,2024-07-27T18:00:00,2024-07-27T20:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,15.849357,74.500439,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-002113,2024-07-25T04:00:00,2024-07-25T06:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,15.849283,74.49887,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-002114,2024-07-27T06:00:00,2024-07-27T08:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,15.851151,74.496267,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-002115,2024-07-28T19:00:00,2024-07-28T21:00:00,Burglary,Fictional,SYNTHETIC: no real incident,critical,demo,15.85227,74.494477,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-002116,2024-07-27T21:00:00,2024-07-27T23:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,15.853675,74.500084,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-002117,2024-07-28T21:00:00,2024-07-28T23:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,15.85452,74.493244,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-002118,2024-07-24T04:00:00,2024-07-24T06:00:00,Theft,Fictional,SYNTHETIC: no real incident,low,demo,15.13617,76.922774,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002119,2024-07-23T03:00:00,2024-07-23T05:00:00,Theft,Fictional,SYNTHETIC: no real incident,high,demo,15.13444,76.924369,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002120,2024-07-22T21:00:00,2024-07-22T23:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,15.136783,76.921871,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002121,2024-07-22T23:00:00,2024-07-23T01:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,15.13767,76.922631,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002122,2024-07-24T22:00:00,2024-07-25T00:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,15.141087,76.924995,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002123,2024-07-23T01:00:00,2024-07-23T03:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,15.137458,76.916544,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002124,2024-07-29T22:00:00,2024-07-30T00:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,12.97529,77.594035,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002125,2024-08-04T11:00:00,2024-08-04T13:00:00,Fraud,Fictional,SYNTHETIC: no real incident,low,demo,12.97256,77.5989,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002126,2024-07-30T23:00:00,2024-07-31T01:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,12.969338,77.594696,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002127,2024-07-31T14:00:00,2024-07-31T16:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,12.972173,77.598441,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002128,2024-08-01T13:00:00,2024-08-01T15:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,12.970243,77.594406,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002129,2024-07-29T00:00:00,2024-07-29T02:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,12.971398,77.593198,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002130,2024-07-29T12:00:00,2024-07-29T14:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,12.976567,77.595713,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002131,2024-08-02T12:00:00,2024-08-02T14:00:00,Theft,Fictional,SYNTHETIC: no real incident,high,demo,12.298896,76.638508,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002132,2024-08-01T13:00:00,2024-08-01T15:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,12.294895,76.639961,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002133,2024-07-29T21:00:00,2024-07-29T23:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,12.298184,76.641654,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002134,2024-07-30T20:00:00,2024-07-30T22:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,12.299976,76.639984,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002135,2024-07-30T04:00:00,2024-07-30T06:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,12.299192,76.639232,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002136,2024-07-30T07:00:00,2024-07-30T09:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,12.300653,76.635981,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002137,2024-07-31T03:00:00,2024-07-31T05:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,12.298021,76.639877,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002138,2024-07-29T06:00:00,2024-07-29T08:00:00,Burglary,Fictional,SYNTHETIC: no real incident,low,demo,12.297319,76.638811,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002139,2024-08-01T11:00:00,2024-08-01T13:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,12.909577,74.853786,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-002140,2024-07-29T22:00:00,2024-07-30T00:00:00,Theft,Fictional,SYNTHETIC: no real incident,high,demo,12.918873,74.860793,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-002141,2024-08-04T11:00:00,2024-08-04T13:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,12.912562,74.858627,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-002142,2024-08-04T02:00:00,2024-08-04T04:00:00,Theft,Fictional,SYNTHETIC: no real incident,high,demo,12.910548,74.853432,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-002143,2024-07-30T15:00:00,2024-07-30T17:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,12.914026,74.852831,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-002144,2024-07-31T20:00:00,2024-07-31T22:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,12.918045,74.856594,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-002145,2024-08-01T19:00:00,2024-08-01T21:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,12.91746,74.860346,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-002146,2024-07-29T22:00:00,2024-07-30T00:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,12.912922,74.857769,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-002147,2024-08-04T23:00:00,2024-08-05T01:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,12.915805,74.856162,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-002148,2024-07-30T08:00:00,2024-07-30T10:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,12.917116,74.856549,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-002149,2024-07-31T22:00:00,2024-08-01T00:00:00,Theft,Fictional,SYNTHETIC: no real incident,low,demo,15.364682,75.126042,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002150,2024-08-02T00:00:00,2024-08-02T02:00:00,Theft,Fictional,SYNTHETIC: no real incident,low,demo,15.360585,75.122448,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002151,2024-07-30T04:00:00,2024-07-30T06:00:00,Theft,Fictional,SYNTHETIC: no real incident,low,demo,15.364594,75.120783,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002152,2024-07-29T00:00:00,2024-07-29T02:00:00,Theft,Fictional,SYNTHETIC: no real incident,low,demo,15.362055,75.122636,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002153,2024-08-01T15:00:00,2024-08-01T17:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,15.363415,75.12434,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002154,2024-08-01T11:00:00,2024-08-01T13:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,15.360526,75.123945,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002155,2024-08-03T21:00:00,2024-08-03T23:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,15.361203,75.128498,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002156,2024-08-03T02:00:00,2024-08-03T04:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,15.362206,75.120771,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002157,2024-08-03T09:00:00,2024-08-03T11:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,15.365092,75.126355,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002158,2024-08-01T13:00:00,2024-08-01T15:00:00,Burglary,Fictional,SYNTHETIC: no real incident,low,demo,15.367143,75.12722,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002159,2024-07-30T17:00:00,2024-07-30T19:00:00,Theft,Fictional,SYNTHETIC: no real incident,high,demo,15.85381,74.49943,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-002160,2024-08-01T12:00:00,2024-08-01T14:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,15.846324,74.493301,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-002161,2024-07-31T02:00:00,2024-07-31T04:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,15.854212,74.502441,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-002162,2024-08-03T23:00:00,2024-08-04T01:00:00,Burglary,Fictional,SYNTHETIC: no real incident,critical,demo,15.84899,74.494159,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-002163,2024-08-01T00:00:00,2024-08-01T02:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,15.143219,76.925449,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002164,2024-08-04T13:00:00,2024-08-04T15:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,15.136776,76.924793,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002165,2024-07-29T06:00:00,2024-07-29T08:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,15.134442,76.91903,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002166,2024-07-31T12:00:00,2024-07-31T14:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,15.13894,76.92151,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002167,2024-08-02T00:00:00,2024-08-02T02:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,15.143577,76.924938,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002168,2024-07-29T01:00:00,2024-07-29T03:00:00,Burglary,Fictional,SYNTHETIC: no real incident,critical,demo,15.138003,76.923675,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002169,2024-07-30T04:00:00,2024-07-30T06:00:00,Burglary,Fictional,SYNTHETIC: no real incident,critical,demo,15.136779,76.917477,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002170,2024-08-01T07:00:00,2024-08-01T09:00:00,Burglary,Fictional,SYNTHETIC: no real incident,critical,demo,15.138595,76.922691,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002171,2024-07-30T17:00:00,2024-07-30T19:00:00,Burglary,Fictional,SYNTHETIC: no real incident,critical,demo,15.141228,76.921851,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002172,2024-08-06T12:00:00,2024-08-06T14:00:00,Theft,Fictional,SYNTHETIC: no real incident,high,demo,12.973225,77.594384,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002173,2024-08-07T18:00:00,2024-08-07T20:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,12.974286,77.597742,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002174,2024-08-11T07:00:00,2024-08-11T09:00:00,Theft,Fictional,SYNTHETIC: no real incident,low,demo,12.974793,77.591885,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002175,2024-08-10T17:00:00,2024-08-10T19:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,12.973754,77.595662,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002176,2024-08-08T15:00:00,2024-08-08T17:00:00,Fraud,Fictional,SYNTHETIC: no real incident,low,demo,12.969348,77.599503,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002177,2024-08-07T18:00:00,2024-08-07T20:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,12.973578,77.59033,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002178,2024-08-06T12:00:00,2024-08-06T14:00:00,Burglary,Fictional,SYNTHETIC: no real incident,critical,demo,12.971498,77.589942,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002179,2024-08-11T03:00:00,2024-08-11T05:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,12.96694,77.589957,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002180,2024-08-09T05:00:00,2024-08-09T07:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,12.296496,76.643617,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002181,2024-08-07T12:00:00,2024-08-07T14:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,12.292171,76.640595,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002182,2024-08-08T06:00:00,2024-08-08T08:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,12.296424,76.637713,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002183,2024-08-05T16:00:00,2024-08-05T18:00:00,Fraud,Fictional,SYNTHETIC: no real incident,low,demo,12.294428,76.643152,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002184,2024-08-09T00:00:00,2024-08-09T02:00:00,Burglary,Fictional,SYNTHETIC: no real incident,critical,demo,12.297904,76.638094,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002185,2024-08-07T04:00:00,2024-08-07T06:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,12.909137,74.852077,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-002186,2024-08-05T05:00:00,2024-08-05T07:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,12.916162,74.858229,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-002187,2024-08-05T06:00:00,2024-08-05T08:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,12.915275,74.855722,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-002188,2024-08-06T16:00:00,2024-08-06T18:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,12.911794,74.855633,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-002189,2024-08-05T23:00:00,2024-08-06T01:00:00,Theft,Fictional,SYNTHETIC: no real incident,low,demo,15.359726,75.128286,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002190,2024-08-08T08:00:00,2024-08-08T10:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,15.362532,75.127838,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002191,2024-08-07T20:00:00,2024-08-07T22:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,15.360586,75.125572,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002192,2024-08-07T19:00:00,2024-08-07T21:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,15.368129,75.119164,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002193,2024-08-07T12:00:00,2024-08-07T14:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,15.366558,75.124808,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002194,2024-08-05T09:00:00,2024-08-05T11:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,15.36217,75.124945,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002195,2024-08-08T12:00:00,2024-08-08T14:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,15.363927,75.120134,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002196,2024-08-11T07:00:00,2024-08-11T09:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,15.852591,74.498987,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-002197,2024-08-09T22:00:00,2024-08-10T00:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,15.851771,74.497963,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-002198,2024-08-09T20:00:00,2024-08-09T22:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,15.85364,74.495483,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-002199,2024-08-08T21:00:00,2024-08-08T23:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,15.848943,74.496697,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-002200,2024-08-05T05:00:00,2024-08-05T07:00:00,Burglary,Fictional,SYNTHETIC: no real incident,low,demo,15.846266,74.49572,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-002201,2024-08-11T19:00:00,2024-08-11T21:00:00,Burglary,Fictional,SYNTHETIC: no real incident,critical,demo,15.845036,74.498124,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-002202,2024-08-07T11:00:00,2024-08-07T13:00:00,Burglary,Fictional,SYNTHETIC: no real incident,low,demo,15.85133,74.496928,KA,Belagavi,DEMO-STATION-5,synthetic-generator-v1
DEMO-002203,2024-08-11T19:00:00,2024-08-11T21:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,15.134645,76.918454,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002204,2024-08-05T01:00:00,2024-08-05T03:00:00,Theft,Fictional,SYNTHETIC: no real incident,high,demo,15.138319,76.918892,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002205,2024-08-10T20:00:00,2024-08-10T22:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,15.141134,76.918455,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002206,2024-08-08T05:00:00,2024-08-08T07:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,15.137788,76.924239,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002207,2024-08-08T04:00:00,2024-08-08T06:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,15.142274,76.916882,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002208,2024-08-08T07:00:00,2024-08-08T09:00:00,Fraud,Fictional,SYNTHETIC: no real incident,medium,demo,15.136683,76.918016,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002209,2024-08-10T21:00:00,2024-08-10T23:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,15.144356,76.916449,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002210,2024-08-06T00:00:00,2024-08-06T02:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,15.142411,76.923778,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002211,2024-08-07T12:00:00,2024-08-07T14:00:00,Burglary,Fictional,SYNTHETIC: no real incident,critical,demo,15.143363,76.923835,KA,Ballari,DEMO-STATION-6,synthetic-generator-v1
DEMO-002212,2024-08-14T12:00:00,2024-08-14T14:00:00,Theft,Fictional,SYNTHETIC: no real incident,low,demo,12.969436,77.595245,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002213,2024-08-16T12:00:00,2024-08-16T14:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,12.975967,77.590324,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002214,2024-08-16T07:00:00,2024-08-16T09:00:00,Fraud,Fictional,SYNTHETIC: no real incident,low,demo,12.968078,77.593975,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002215,2024-08-13T13:00:00,2024-08-13T15:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,12.974184,77.598882,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002216,2024-08-14T21:00:00,2024-08-14T23:00:00,Burglary,Fictional,SYNTHETIC: no real incident,critical,demo,12.972864,77.596778,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002217,2024-08-17T16:00:00,2024-08-17T18:00:00,Burglary,Fictional,SYNTHETIC: no real incident,critical,demo,12.968848,77.598858,KA,Bengaluru,DEMO-STATION-1,synthetic-generator-v1
DEMO-002218,2024-08-15T08:00:00,2024-08-15T10:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,12.292635,76.642839,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002219,2024-08-18T23:00:00,2024-08-19T01:00:00,Theft,Fictional,SYNTHETIC: no real incident,low,demo,12.297957,76.636019,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002220,2024-08-16T22:00:00,2024-08-17T00:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,12.291025,76.63607,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002221,2024-08-14T20:00:00,2024-08-14T22:00:00,Theft,Fictional,SYNTHETIC: no real incident,high,demo,12.295643,76.642309,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002222,2024-08-18T21:00:00,2024-08-18T23:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,12.299728,76.641824,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002223,2024-08-17T02:00:00,2024-08-17T04:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,12.291755,76.635665,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002224,2024-08-18T07:00:00,2024-08-18T09:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,12.298263,76.643192,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002225,2024-08-15T16:00:00,2024-08-15T18:00:00,Burglary,Fictional,SYNTHETIC: no real incident,critical,demo,12.292976,76.639361,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002226,2024-08-12T15:00:00,2024-08-12T17:00:00,Burglary,Fictional,SYNTHETIC: no real incident,low,demo,12.293381,76.641858,KA,Mysuru,DEMO-STATION-2,synthetic-generator-v1
DEMO-002227,2024-08-16T00:00:00,2024-08-16T02:00:00,Theft,Fictional,SYNTHETIC: no real incident,critical,demo,12.916507,74.85945,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-002228,2024-08-16T03:00:00,2024-08-16T05:00:00,Theft,Fictional,SYNTHETIC: no real incident,medium,demo,12.917903,74.853492,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-002229,2024-08-14T01:00:00,2024-08-14T03:00:00,Fraud,Fictional,SYNTHETIC: no real incident,low,demo,12.918935,74.856482,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-002230,2024-08-13T09:00:00,2024-08-13T11:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,12.911839,74.854718,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-002231,2024-08-18T14:00:00,2024-08-18T16:00:00,Burglary,Fictional,SYNTHETIC: no real incident,medium,demo,12.915226,74.855669,KA,Mangaluru,DEMO-STATION-3,synthetic-generator-v1
DEMO-002232,2024-08-16T18:00:00,2024-08-16T20:00:00,Theft,Fictional,SYNTHETIC: no real incident,low,demo,15.359783,75.12357,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002233,2024-08-13T02:00:00,2024-08-13T04:00:00,Fraud,Fictional,SYNTHETIC: no real incident,high,demo,15.360812,75.119066,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002234,2024-08-16T03:00:00,2024-08-16T05:00:00,Fraud,Fictional,SYNTHETIC: no real incident,low,demo,15.362045,75.126992,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002235,2024-08-14T12:00:00,2024-08-14T14:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,15.365337,75.127117,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002236,2024-08-14T18:00:00,2024-08-14T20:00:00,Fraud,Fictional,SYNTHETIC: no real incident,critical,demo,15.369537,75.119115,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
DEMO-002237,2024-08-16T16:00:00,2024-08-16T18:00:00,Burglary,Fictional,SYNTHETIC: no real incident,high,demo,15.366602,75.125123,KA,Hubballi,DEMO-STATION-4,synthetic-generator-v1
